EarthPod Sensor Log
Created: Mon Jul  6 04:24:23 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Mon Jul  6 17:48:11 2020,6.218,41.361,18.127,1297.92,96.720171875,0,0.0,0.397,39.51,0
Mon Jul  6 17:48:18 2020,6.213,41.369,19.117,1262.08,96.719710937,0,0.0,0.441,39.48,0
Mon Jul  6 17:48:25 2020,6.214,41.346,17.947,1244.8,96.719414062,0,0.0,0.38,39.76,0
Mon Jul  6 17:48:32 2020,6.214,41.389,18.098,1278.72,96.716996093,0,0.0,0.213,45.17,0
Mon Jul  6 17:48:39 2020,6.213,41.361,19.345,1296.64,96.716527343,0,0.0,0.41,40.05,0
Mon Jul  6 17:48:46 2020,6.213,41.399,18.989,1307.52,96.717683593,0,0.0,0.345,41.48,0
Mon Jul  6 17:48:53 2020,6.217,41.417,18.237,1237.12,96.716433593,0,0.0,0.428,40.11,0
Mon Jul  6 17:49:00 2020,6.215,41.369,17.723,1237.76,96.715,0,0.0,0.145,47.48,0
Mon Jul  6 17:49:07 2020,6.215,41.422,17.55,1245.44,96.713753906,0,0.0,0.256,44.68,0
Mon Jul  6 17:49:14 2020,6.217,41.424,18.568,1194.24,96.713460937,0,0.0,0.39,40.45,0
Mon Jul  6 17:49:21 2020,6.214,41.442,19.68,1244.8,96.714980468,0,0.0,0.454,39.83,0
Mon Jul  6 17:49:28 2020,6.214,41.48,19.874,1245.44,96.713582031,0,0.0,0.41,40.17,0
Mon Jul  6 17:49:36 2020,6.22,41.482,19.869,1204.48,96.715007812,0,0.0,0.489,39.75,0
Mon Jul  6 17:49:43 2020,6.214,41.51,18.736,1253.12,96.717082031,0,0.0,0.701,39.53,0
Mon Jul  6 17:49:50 2020,6.211,41.528,18.609,1809.92,96.7171875,0,0.0,0.775,39.2,0
Mon Jul  6 17:49:57 2020,6.216,41.55,18.849,1233.28,96.716855468,0,0.0,0.332,41.33,0
Mon Jul  6 17:50:04 2020,6.212,41.513,19.677,1230.08,96.716832031,0,0.0,0.398,40.49,0
Mon Jul  6 17:50:11 2020,6.213,41.53,18.678,1224.96,96.716351562,1,0.008530500563334943,0.926,38.84,0
Mon Jul  6 17:50:18 2020,6.212,41.553,19.244,1295.36,96.715882812,0,0.0,0.512,39.18,0
Mon Jul  6 17:50:25 2020,6.216,41.55,18.266,1425.92,96.714886718,0,0.0,0.711,39.03,0
Mon Jul  6 17:50:32 2020,6.215,41.543,18.789,1845.76,96.718703125,0,0.0,0.535,39.1,0
Mon Jul  6 17:50:39 2020,6.213,41.565,17.771,1242.24,96.714144531,0,0.0,0.483,39.12,0
Mon Jul  6 17:50:46 2020,6.213,41.548,18.264,1194.88,96.713628906,0,0.0,0.598,38.77,0
Mon Jul  6 17:50:53 2020,6.214,41.576,18.833,1180.16,96.713710937,0,0.0,0.295,41.99,0
Mon Jul  6 17:51:00 2020,6.215,41.563,19.024,1183.36,96.715941406,0,0.0,0.434,39.87,0
Mon Jul  6 17:51:07 2020,6.213,41.57,19.877,1180.16,96.712941406,0,0.0,0.737,38.59,0
Mon Jul  6 17:51:14 2020,6.211,41.563,19.409,1180.8,96.715863281,0,0.0,0.792,38.51,0
Mon Jul  6 17:51:21 2020,6.217,41.601,18.211,1190.4,96.711929687,0,0.0,0.391,39.52,0
Mon Jul  6 17:51:28 2020,6.215,41.628,18.795,1269.76,96.710085937,0,0.0,0.647,38.83,0
Mon Jul  6 17:51:35 2020,6.215,41.636,18.501,1218.56,96.715996093,0,0.0,0.184,45.6,0
Mon Jul  6 17:51:42 2020,6.214,41.649,17.858,1180.16,96.715035156,0,0.0,0.367,40.7,0
Mon Jul  6 17:51:49 2020,6.212,41.606,18.974,1182.08,96.716695312,0,0.0,0.198,46.0,0
Mon Jul  6 17:51:56 2020,6.216,41.664,19.522,1178.24,96.712308593,0,0.0,0.6,39.45,0
Mon Jul  6 17:52:03 2020,6.215,41.656,18.409,1173.76,96.713292968,0,0.0,0.237,44.42,0
Mon Jul  6 17:52:10 2020,6.214,41.638,18.64,1181.44,96.711945312,0,0.0,0.457,39.92,0
Mon Jul  6 17:52:17 2020,6.213,41.631,19.181,1184.0,96.711898437,0,0.0,0.639,39.06,0
Mon Jul  6 17:52:25 2020,6.216,41.654,18.951,1175.04,96.711898437,0,0.0,0.681,38.71,0
Mon Jul  6 17:52:32 2020,6.212,41.686,18.727,1174.4,96.715242187,0,0.0,0.187,45.67,0
Mon Jul  6 17:52:39 2020,6.213,41.684,19.674,1173.76,96.715242187,0,0.0,0.424,39.68,0
Mon Jul  6 17:52:46 2020,6.217,41.737,19.053,1181.44,96.712203125,0,0.0,0.347,41.93,0
Mon Jul  6 17:52:53 2020,6.21,41.684,17.651,1182.08,96.713199218,0,0.0,0.385,40.96,0
Mon Jul  6 17:53:00 2020,6.214,41.727,16.3,1183.36,96.71171875,0,0.0,0.653,39.28,0
Mon Jul  6 17:53:07 2020,6.213,41.689,16.412,1182.72,96.712230468,0,0.0,0.245,44.83,0
Mon Jul  6 17:53:14 2020,6.212,41.646,18.116,1186.56,96.711597656,0,0.0,0.526,39.49,0
Mon Jul  6 17:53:21 2020,6.212,41.694,19.4,1192.96,96.714234375,0,0.0,0.644,39.04,0
Mon Jul  6 17:53:28 2020,6.215,41.706,19.19,1186.56,96.713542968,0,0.0,0.668,39.18,0
Mon Jul  6 17:53:35 2020,6.213,41.704,19.363,1177.6,96.712230468,0,0.0,0.398,39.26,0
Mon Jul  6 17:53:42 2020,6.211,41.706,20.542,1194.24,96.713398437,0,0.0,0.697,38.36,0
Mon Jul  6 17:53:49 2020,6.215,41.754,20.169,1175.04,96.714074218,0,0.0,0.569,38.79,0
Mon Jul  6 17:53:56 2020,6.213,41.772,18.238,1203.84,96.712363281,0,0.0,0.257,44.04,0
Mon Jul  6 17:54:03 2020,6.213,41.769,18.191,1207.04,96.715,0,0.0,0.44,40.08,0
Mon Jul  6 17:54:10 2020,6.216,41.772,19.828,1203.84,96.712136718,0,0.0,0.706,39.17,0
Mon Jul  6 17:54:17 2020,6.213,41.744,20.587,1205.76,96.711054687,0,0.0,0.721,38.65,0
Mon Jul  6 17:54:24 2020,6.214,41.817,18.632,1209.6,96.715433593,0,0.0,0.848,38.8,0
Mon Jul  6 17:54:31 2020,6.215,41.835,17.889,1201.28,96.714523437,0,0.0,0.628,39.7,0
Mon Jul  6 17:54:38 2020,6.214,41.757,18.742,1178.88,96.715261718,0,0.0,0.426,38.68,0
Mon Jul  6 17:54:45 2020,6.212,41.795,18.838,1178.24,96.712835937,0,0.0,0.638,38.69,0
Mon Jul  6 17:54:52 2020,6.214,41.757,17.536,1176.96,96.711816406,0,0.0,0.139,47.7,0
Mon Jul  6 17:54:59 2020,6.214,41.754,16.79,1180.8,96.712824218,0,0.0,0.328,42.73,0
Mon Jul  6 17:55:06 2020,6.216,41.762,17.677,1168.0,96.710070312,0,0.0,0.45,39.44,0
Mon Jul  6 17:55:13 2020,6.214,41.724,16.775,1168.0,96.714433593,0,0.0,0.314,42.28,0
Mon Jul  6 17:55:21 2020,6.212,41.706,18.022,1169.92,96.711441406,0,0.0,0.655,39.24,0
Mon Jul  6 17:55:28 2020,6.213,41.734,19.305,1171.84,96.7111875,0,0.0,0.327,41.71,0
Mon Jul  6 17:55:35 2020,6.217,41.762,18.44,1171.84,96.708144531,0,0.0,0.125,47.86,0
Mon Jul  6 17:55:42 2020,6.213,41.724,19.198,1169.92,96.711832031,0,0.0,0.121,49.16,0
Mon Jul  6 17:55:49 2020,6.212,41.727,18.785,1167.36,96.712003906,0,0.0,0.236,45.41,0
Mon Jul  6 17:55:56 2020,6.217,41.769,17.95,1167.36,96.71175,0,0.0,0.225,46.64,0
Mon Jul  6 17:56:03 2020,6.21,41.727,19.2,1166.72,96.710222656,0,0.0,0.486,39.89,0
Mon Jul  6 17:56:10 2020,6.21,41.79,18.368,1165.44,96.708800781,0,0.0,0.441,40.13,0
Mon Jul  6 17:56:17 2020,6.214,41.807,18.855,1164.16,96.710847656,27,0.23028644995172187,0.912,38.89,0
Mon Jul  6 17:56:24 2020,6.211,41.8,19.845,1167.36,96.711703125,0,0.0,1.044,38.29,0
Mon Jul  6 17:56:31 2020,6.213,41.792,18.44,1164.8,96.706570312,116,0.9895380653468533,0.966,37.96,0
Mon Jul  6 17:56:38 2020,6.219,41.784,18.429,1162.24,96.710480468,122,1.0397169963016561,0.943,38.28,0
Mon Jul  6 17:56:45 2020,6.215,41.767,17.744,1166.08,96.712558593,94,0.801609010458568,1.027,38.12,0
Mon Jul  6 17:56:52 2020,6.216,41.714,18.847,1177.6,96.712332031,104,0.8867438867438867,0.876,38.43,0
Mon Jul  6 17:56:59 2020,6.217,41.696,18.62,1172.48,96.711609375,77,0.6564259289046165,0.533,38.6,0
Mon Jul  6 17:57:06 2020,6.211,41.664,19.293,1178.88,96.713835937,1,0.00853324746417646,0.698,38.49,0
Mon Jul  6 17:57:13 2020,6.211,41.656,19.456,1168.64,96.711464843,0,0.0,0.648,38.64,0
Mon Jul  6 17:57:20 2020,6.215,41.694,19.836,1170.56,96.711683593,0,0.0,0.71,38.75,0
Mon Jul  6 17:57:27 2020,6.214,41.681,20.088,1180.8,96.715082031,0,0.0,0.807,38.47,0
Mon Jul  6 17:57:34 2020,6.212,41.714,17.95,1176.32,96.711476562,9,0.07678686413393432,0.74,38.34,0
Mon Jul  6 17:57:41 2020,6.213,41.681,17.744,1171.2,96.710972656,26,0.2217930146467085,0.824,38.63,0
Mon Jul  6 17:57:48 2020,6.213,41.649,17.742,1206.4,96.710675781,0,0.0,0.44,38.46,0
Mon Jul  6 17:57:55 2020,6.213,41.671,17.066,1174.4,96.709925781,0,0.0,0.258,43.45,0
Mon Jul  6 17:58:02 2020,6.216,41.638,18.658,1180.8,96.709546875,0,0.0,0.551,38.83,0
Mon Jul  6 17:58:10 2020,6.212,41.636,18.125,1204.48,96.710742187,0,0.0,0.485,38.68,0
Mon Jul  6 17:58:17 2020,6.215,41.638,18.768,1222.4,96.711222656,0,0.0,0.51,38.86,0
Mon Jul  6 17:58:24 2020,6.216,41.686,19.425,1184.0,96.711191406,0,0.0,0.496,38.59,0
Mon Jul  6 17:58:31 2020,6.213,41.674,18.975,1181.44,96.711054687,11,0.09383550619668436,0.662,38.6,0
Mon Jul  6 17:58:38 2020,6.211,41.671,19.508,1172.48,96.71078125,0,0.0,0.435,39.3,0
Mon Jul  6 17:58:45 2020,6.214,41.689,19.232,1229.44,96.71,0,0.0,0.494,38.72,0
Mon Jul  6 17:58:52 2020,6.214,41.737,19.758,1168.64,96.709179687,0,0.0,0.675,38.82,0
Mon Jul  6 17:58:59 2020,6.211,41.694,20.108,1194.88,96.708613281,0,0.0,0.682,38.54,0
Mon Jul  6 17:59:06 2020,6.213,41.762,19.197,1178.24,96.708832031,0,0.0,0.39,39.67,0
Mon Jul  6 17:59:13 2020,6.215,41.734,19.598,1214.72,96.706789062,0,0.0,0.4,39.32,0
Mon Jul  6 17:59:20 2020,6.211,41.747,19.233,1212.16,96.708863281,0,0.0,0.417,39.54,0
Mon Jul  6 17:59:27 2020,6.213,41.759,19.406,1196.8,96.709355468,0,0.0,0.657,38.92,0
Mon Jul  6 17:59:34 2020,6.212,41.802,19.184,1227.52,96.707347656,0,0.0,0.707,38.51,0
Mon Jul  6 17:59:41 2020,6.214,41.795,20.77,1207.68,96.709875,0,0.0,0.824,38.81,0
Mon Jul  6 17:59:48 2020,6.214,41.792,20.719,1215.36,96.710441406,0,0.0,0.609,39.14,0
Mon Jul  6 17:59:55 2020,6.212,41.769,18.862,1216.0,96.710539062,0,0.0,0.573,39.52,0
Mon Jul  6 18:00:02 2020,6.211,41.772,20.622,1180.16,96.7091875,0,0.0,0.654,39.28,0
Mon Jul  6 18:00:09 2020,6.211,41.82,20.016,1190.4,96.707984375,0,0.0,0.432,39.35,0
Mon Jul  6 18:00:16 2020,6.213,41.812,20.274,1198.72,96.707203125,0,0.0,0.615,39.33,0
Mon Jul  6 18:00:23 2020,6.21,41.805,20.535,1176.96,96.709652343,0,0.0,0.683,39.52,0
Mon Jul  6 18:00:30 2020,6.212,41.807,20.045,1181.44,96.70728125,0,0.0,0.744,38.94,0
Mon Jul  6 18:00:37 2020,6.212,41.83,20.169,1175.68,96.709070312,0,0.0,0.648,38.91,0
Mon Jul  6 18:00:44 2020,6.212,41.827,18.592,1173.76,96.711,0,0.0,0.266,43.38,0
Mon Jul  6 18:00:51 2020,6.212,41.795,18.975,1178.24,96.70903125,0,0.0,0.394,39.9,0
Mon Jul  6 18:00:58 2020,6.213,41.802,20.082,1171.84,96.711039062,0,0.0,0.215,45.6,0
Mon Jul  6 18:01:05 2020,6.212,41.82,20.999,1168.0,96.709773437,0,0.0,0.301,43.83,0
Mon Jul  6 18:01:13 2020,6.213,41.827,17.399,1168.0,96.708695312,0,0.0,0.577,39.4,0
Mon Jul  6 18:01:20 2020,6.213,41.8,19.079,1167.36,96.709097656,0,0.0,0.598,40.07,0
Mon Jul  6 18:01:27 2020,6.21,41.812,18.864,1164.16,96.708152343,0,0.0,0.367,40.74,0
Mon Jul  6 18:01:34 2020,6.213,41.83,19.528,1165.44,96.71128125,0,0.0,0.316,42.92,0
Mon Jul  6 18:01:41 2020,6.21,41.863,20.82,1165.44,96.710734375,0,0.0,0.226,45.63,0
Mon Jul  6 18:01:48 2020,6.211,41.845,19.519,1164.16,96.708535156,0,0.0,0.24,44.78,0
Mon Jul  6 18:01:55 2020,6.214,41.873,19.288,1164.16,96.710910156,0,0.0,0.153,48.16,0
Mon Jul  6 18:02:02 2020,6.215,41.86,19.931,1163.52,96.709769531,0,0.0,0.532,39.97,0
Mon Jul  6 18:02:09 2020,6.214,41.913,19.648,1164.16,96.710257812,0,0.0,0.592,39.46,0
Mon Jul  6 18:02:16 2020,6.215,41.88,21.078,1163.52,96.708929687,0,0.0,0.592,39.11,0
Mon Jul  6 18:02:23 2020,6.212,41.913,21.406,1163.52,96.710585937,0,0.0,0.4,39.7,0
Mon Jul  6 18:02:30 2020,6.211,41.905,20.883,1164.8,96.708351562,0,0.0,0.131,48.84,0
Mon Jul  6 18:02:37 2020,6.212,41.908,20.524,1165.44,96.711851562,0,0.0,0.24,45.54,0
Mon Jul  6 18:02:44 2020,6.211,41.9,21.447,1164.8,96.713679687,0,0.0,0.147,48.47,0
Mon Jul  6 18:02:51 2020,6.21,41.918,22.84,1164.16,96.713570312,0,0.0,0.297,43.91,0
Mon Jul  6 18:02:58 2020,6.215,41.961,21.954,1164.16,96.714644531,0,0.0,0.407,40.37,0
Mon Jul  6 18:03:05 2020,6.21,42.004,21.894,1164.8,96.713347656,0,0.0,0.22,45.39,0
Mon Jul  6 18:03:12 2020,6.214,41.986,21.063,1162.24,96.713152343,0,0.0,0.363,41.24,0
Mon Jul  6 18:03:19 2020,6.214,42.014,20.765,1162.88,96.711949218,0,0.0,0.374,40.78,0
Mon Jul  6 18:03:26 2020,6.216,42.026,21.762,1162.88,96.712609375,0,0.0,0.471,40.0,0
Mon Jul  6 18:03:33 2020,6.213,42.079,19.383,1162.24,96.711933593,0,0.0,0.297,43.12,0
Mon Jul  6 18:03:40 2020,6.214,41.996,19.735,1161.6,96.712042968,1,0.008529127775989699,0.697,39.25,0
Mon Jul  6 18:03:47 2020,6.213,41.993,20.381,1161.6,96.713699218,0,0.0,0.464,39.94,0
Mon Jul  6 18:03:54 2020,6.212,42.031,20.187,1162.24,96.711679687,0,0.0,0.437,40.43,0
Mon Jul  6 18:04:01 2020,6.214,42.044,20.921,1162.24,96.709660156,0,0.0,0.487,40.13,0
Mon Jul  6 18:04:09 2020,6.212,42.031,19.711,1161.6,96.711683593,0,0.0,0.889,39.55,0
Mon Jul  6 18:04:16 2020,6.212,42.079,20.191,1162.88,96.711511718,0,0.0,0.841,39.15,0
Mon Jul  6 18:04:23 2020,6.212,42.087,18.896,1163.52,96.71221875,0,0.0,0.358,40.83,0
Mon Jul  6 18:04:30 2020,6.214,42.059,18.437,1164.16,96.710101562,0,0.0,0.411,39.46,0
Mon Jul  6 18:04:37 2020,6.214,42.041,19.134,1164.8,96.710101562,0,0.0,0.814,39.43,0
Mon Jul  6 18:04:44 2020,6.217,42.059,19.19,1171.2,96.710992187,0,0.0,0.352,41.57,0
Mon Jul  6 18:04:51 2020,6.213,42.051,19.604,1176.32,96.712941406,0,0.0,0.427,39.73,0
Mon Jul  6 18:04:58 2020,6.21,42.074,18.617,1165.44,96.706949218,0,0.0,0.358,41.33,0
Mon Jul  6 18:05:05 2020,6.213,42.031,20.08,1166.72,96.708273437,0,0.0,0.538,39.68,0
Mon Jul  6 18:05:12 2020,6.212,42.099,19.581,1166.72,96.711488281,0,0.0,0.548,39.39,0
Mon Jul  6 18:05:19 2020,6.214,42.077,18.554,1170.56,96.709347656,0,0.0,0.2,46.35,0
Mon Jul  6 18:05:26 2020,6.214,42.124,20.582,1169.28,96.710804687,0,0.0,0.176,47.64,0
Mon Jul  6 18:05:33 2020,6.212,42.082,18.634,1169.92,96.712800781,0,0.0,0.149,48.18,0
Mon Jul  6 18:05:40 2020,6.211,42.15,19.093,1184.64,96.707179687,0,0.0,0.281,43.32,0
Mon Jul  6 18:05:47 2020,6.213,42.117,19.015,1196.8,96.708476562,0,0.0,1.258,38.8,0
Mon Jul  6 18:05:54 2020,6.212,42.155,18.501,1192.32,96.712660156,0,0.0,0.598,39.46,0
Mon Jul  6 18:06:01 2020,6.214,42.137,18.243,1196.16,96.710726562,0,0.0,0.531,40.31,0
Mon Jul  6 18:06:08 2020,6.216,42.109,18.077,1198.08,96.710945312,0,0.0,0.366,40.81,0
Mon Jul  6 18:06:15 2020,6.214,42.152,17.562,1195.52,96.706386718,0,0.0,0.164,47.67,0
Mon Jul  6 18:06:22 2020,6.212,42.109,19.493,1188.48,96.707871093,0,0.0,0.249,45.8,0
Mon Jul  6 18:06:29 2020,6.215,42.122,19.656,1211.52,96.707949218,0,0.0,0.161,48.13,0
Mon Jul  6 18:06:36 2020,6.213,42.18,19.935,1207.68,96.708488281,0,0.0,0.31,43.38,0
Mon Jul  6 18:06:43 2020,6.21,42.177,21.679,1260.8,96.707726562,0,0.0,0.592,39.84,0
Mon Jul  6 18:06:50 2020,6.212,42.18,21.696,1243.52,96.710117187,0,0.0,0.487,39.71,0
Mon Jul  6 18:06:57 2020,6.214,42.167,21.551,1280.64,96.70834375,0,0.0,0.276,44.25,0
Mon Jul  6 18:07:05 2020,6.215,42.21,19.392,1218.56,96.707117187,0,0.0,0.214,46.27,0
Mon Jul  6 18:07:12 2020,6.216,42.187,18.011,1185.28,96.707820312,0,0.0,0.646,39.71,0
Mon Jul  6 18:07:19 2020,6.212,42.205,18.763,1231.36,96.703992187,0,0.0,0.635,39.49,0
Mon Jul  6 18:07:26 2020,6.212,42.182,18.661,1182.08,96.705769531,0,0.0,0.602,39.75,0
Mon Jul  6 18:07:33 2020,6.216,42.185,19.114,1174.4,96.707203125,0,0.0,0.691,39.44,0
Mon Jul  6 18:07:40 2020,6.211,42.137,18.64,1163.52,96.7079375,0,0.0,0.331,41.33,0
Mon Jul  6 18:07:47 2020,6.213,42.175,20.698,1169.92,96.707277343,0,0.0,0.686,39.17,0
Mon Jul  6 18:07:54 2020,6.214,42.172,18.014,1168.0,96.710636718,0,0.0,0.73,38.82,0
Mon Jul  6 18:08:01 2020,6.213,42.124,17.68,1169.92,96.711480468,0,0.0,0.544,39.48,0
Mon Jul  6 18:08:08 2020,6.211,42.167,18.774,1166.72,96.711617187,0,0.0,0.409,39.61,0
Mon Jul  6 18:08:15 2020,6.216,42.129,19.236,1169.92,96.713304687,26,0.22168597168597168,0.967,39.15,0
Mon Jul  6 18:08:22 2020,6.209,42.162,19.448,1165.44,96.711894531,0,0.0,0.279,43.07,0
Mon Jul  6 18:08:29 2020,6.211,42.155,19.34,1168.64,96.711300781,0,0.0,0.346,41.83,0
Mon Jul  6 18:08:36 2020,6.214,42.092,19.335,1164.8,96.710917968,0,0.0,0.211,46.07,0
Mon Jul  6 18:08:43 2020,6.211,42.099,19.261,1164.16,96.714519531,0,0.0,0.532,40.11,0
Mon Jul  6 18:08:50 2020,6.211,42.137,20.593,1163.52,96.714953125,0,0.0,0.867,39.17,0
Mon Jul  6 18:08:57 2020,6.213,42.165,18.315,1166.08,96.712742187,0,0.0,0.299,42.37,0
Mon Jul  6 18:09:04 2020,6.213,42.152,19.766,1162.24,96.710421875,0,0.0,0.246,44.73,0
Mon Jul  6 18:09:11 2020,6.213,42.134,20.271,1161.6,96.711445312,0,0.0,0.419,40.69,0
Mon Jul  6 18:09:18 2020,6.214,42.187,19.149,1161.6,96.710125,0,0.0,1.203,38.72,0
Mon Jul  6 18:09:25 2020,6.212,42.205,19.422,1161.6,96.712148437,0,0.0,0.821,38.6,0
Mon Jul  6 18:09:32 2020,6.211,42.202,19.68,1168.0,96.710492187,0,0.0,1.382,38.37,0
Mon Jul  6 18:09:39 2020,6.216,42.195,18.257,1162.88,96.712695312,0,0.0,0.683,38.71,0
Mon Jul  6 18:09:46 2020,6.214,42.197,18.649,1162.24,96.713796875,0,0.0,0.647,39.11,0
Mon Jul  6 18:09:54 2020,6.216,42.18,18.119,1166.08,96.714484375,0,0.0,0.718,38.83,0
Mon Jul  6 18:10:01 2020,6.211,42.187,18.502,1159.68,96.713824218,0,0.0,0.886,38.77,0
Mon Jul  6 18:10:08 2020,6.213,42.18,18.855,1165.44,96.7120625,0,0.0,0.664,39.06,0
Mon Jul  6 18:10:15 2020,6.214,42.212,18.109,1166.72,96.712308593,0,0.0,0.204,45.23,0
Mon Jul  6 18:10:22 2020,6.215,42.134,18.708,1162.24,96.711910156,0,0.0,0.773,38.91,0
Mon Jul  6 18:10:29 2020,6.21,42.157,18.713,1161.6,96.711679687,0,0.0,0.664,38.87,0
Mon Jul  6 18:10:36 2020,6.21,42.139,18.62,1163.52,96.7134375,0,0.0,0.952,39.12,0
Mon Jul  6 18:10:43 2020,6.215,42.172,19.607,1164.8,96.719390625,0,0.0,1.051,38.29,0
Mon Jul  6 18:10:50 2020,6.211,42.155,19.142,1162.24,96.715101562,0,0.0,0.891,38.36,0
Mon Jul  6 18:10:57 2020,6.21,42.132,17.657,1164.16,96.713765625,0,0.0,0.811,38.75,0
Mon Jul  6 18:11:04 2020,6.215,42.124,16.407,1162.88,96.712328125,0,0.0,0.645,39.26,0
Mon Jul  6 18:11:11 2020,6.213,42.112,17.337,1165.44,96.711058593,0,0.0,0.468,39.42,0
Mon Jul  6 18:11:18 2020,6.213,42.114,18.547,1162.88,96.715945312,0,0.0,0.693,38.64,0
Mon Jul  6 18:11:25 2020,6.212,42.107,18.585,1162.24,96.715746093,0,0.0,0.53,39.04,0
Mon Jul  6 18:11:32 2020,6.213,42.155,18.885,1167.36,96.710742187,0,0.0,0.354,40.54,0
Mon Jul  6 18:11:39 2020,6.213,42.107,19.021,1166.72,96.7105625,0,0.0,0.202,45.33,0
Mon Jul  6 18:11:46 2020,6.217,42.175,17.79,1168.0,96.711453125,0,0.0,0.524,39.97,0
Mon Jul  6 18:11:53 2020,6.216,42.132,19.61,1165.44,96.710933593,0,0.0,0.534,39.31,0
Mon Jul  6 18:12:00 2020,6.214,42.195,18.357,1175.04,96.710796875,0,0.0,0.682,39.02,0
Mon Jul  6 18:12:07 2020,6.218,42.157,18.112,1168.0,96.713980468,0,0.0,0.16,47.44,0
Mon Jul  6 18:12:14 2020,6.215,42.195,18.141,1168.0,96.708300781,0,0.0,0.123,49.39,0
Mon Jul  6 18:12:21 2020,6.212,42.182,18.472,1167.36,96.712085937,0,0.0,0.351,42.56,0
Mon Jul  6 18:12:28 2020,6.219,42.139,19.068,1172.48,96.710617187,0,0.0,0.428,40.24,0
Mon Jul  6 18:12:35 2020,6.216,42.187,19.436,1187.84,96.710789062,0,0.0,0.765,39.57,0
Mon Jul  6 18:12:42 2020,6.214,42.22,19.566,1165.44,96.711691406,0,0.0,0.586,39.42,0
Mon Jul  6 18:12:50 2020,6.214,42.212,18.85,1169.92,96.710679687,0,0.0,0.671,39.48,0
Mon Jul  6 18:12:57 2020,6.214,42.195,17.546,1186.56,96.712304687,0,0.0,0.712,39.37,0
Mon Jul  6 18:13:04 2020,6.212,42.197,18.469,1187.2,96.710558593,0,0.0,0.4,39.86,0
Mon Jul  6 18:13:11 2020,6.216,42.22,17.729,1185.92,96.713851562,0,0.0,0.663,39.47,0
Mon Jul  6 18:13:18 2020,6.213,42.197,18.762,1190.4,96.711128906,0,0.0,0.439,39.69,0
Mon Jul  6 18:13:25 2020,6.214,42.235,18.705,1190.4,96.711128906,0,0.0,0.157,47.32,0
Mon Jul  6 18:13:32 2020,6.217,42.228,18.536,1170.56,96.709828125,1,0.008525012063696318,0.256,45.01,0
Mon Jul  6 18:13:39 2020,6.212,42.255,18.284,1171.2,96.709203125,0,0.0,0.469,39.9,0
Mon Jul  6 18:13:46 2020,6.213,42.238,19.027,1169.92,96.710523437,0,0.0,0.314,42.67,0
Mon Jul  6 18:13:53 2020,6.214,42.245,19.352,1178.24,96.711367187,0,0.0,0.265,44.5,0
Mon Jul  6 18:14:00 2020,6.212,42.253,18.673,1171.2,96.711046875,0,0.0,0.129,48.92,0
Mon Jul  6 18:14:07 2020,6.213,42.28,18.36,1168.64,96.70890625,0,0.0,0.392,41.37,0
Mon Jul  6 18:14:14 2020,6.214,42.263,16.839,1166.08,96.7113125,0,0.0,0.349,41.74,0
Mon Jul  6 18:14:21 2020,6.215,42.265,17.839,1184.64,96.710851562,0,0.0,0.298,43.56,0
Mon Jul  6 18:14:28 2020,6.213,42.283,16.729,1179.52,96.708308593,0,0.0,0.421,40.85,0
Mon Jul  6 18:14:35 2020,6.215,42.291,18.354,1162.88,96.710375,0,0.0,0.727,39.47,0
Mon Jul  6 18:14:42 2020,6.212,42.283,18.621,1168.64,96.713378906,0,0.0,0.727,39.62,0
Mon Jul  6 18:14:49 2020,6.209,42.361,19.468,1171.2,96.70978125,0,0.0,0.831,39.34,0
Mon Jul  6 18:14:56 2020,6.218,42.308,17.218,1168.64,96.7113125,0,0.0,0.449,39.91,0
Mon Jul  6 18:15:03 2020,6.211,42.285,17.591,1164.8,96.711996093,0,0.0,0.519,39.62,0
Mon Jul  6 18:15:10 2020,6.214,42.303,17.504,1169.28,96.711355468,0,0.0,0.551,39.9,0
Mon Jul  6 18:15:17 2020,6.215,42.27,19.2,1173.76,96.71171875,0,0.0,0.751,39.44,0
Mon Jul  6 18:15:24 2020,6.214,42.248,18.283,1197.44,96.712742187,0,0.0,0.709,39.32,0
Mon Jul  6 18:15:31 2020,6.213,42.28,17.842,1167.36,96.711195312,0,0.0,0.297,43.3,0
Mon Jul  6 18:15:39 2020,6.215,42.238,19.332,1174.4,96.711472656,0,0.0,0.708,39.1,0
Mon Jul  6 18:15:46 2020,6.212,42.255,18.644,1173.12,96.711703125,0,0.0,0.735,39.46,0
Mon Jul  6 18:15:53 2020,6.213,42.228,17.98,1183.36,96.708992187,0,0.0,0.15,47.77,0
Mon Jul  6 18:16:00 2020,6.216,42.25,18.168,1189.76,96.711121093,0,0.0,0.125,49.41,0
Mon Jul  6 18:16:07 2020,6.215,42.253,18.743,1186.56,96.710480468,0,0.0,0.196,47.51,0
Mon Jul  6 18:16:14 2020,6.212,42.28,19.3,1187.2,96.712476562,0,0.0,0.285,44.41,0
Mon Jul  6 18:16:21 2020,6.215,42.298,20.785,1187.84,96.714363281,0,0.0,0.273,44.62,0
Mon Jul  6 18:16:28 2020,6.211,42.316,20.368,1189.76,96.712355468,0,0.0,0.565,40.82,0
