year,month,day,hour,minute,second,time step,wind,gyro x,gyro y,gyro z,accel x,accel y,accel z,mag x,mag y,mag z,temperature,pressure,altitude,humidity,r,g,b,vis,ir,uv
2020,9,16,11,47,53,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.75,0.66,14.30,13.60,-127.50,36.76,969.44,371.27,12.29,2741,2349,2422,313,1217,0.30
2020,9,16,11,47,59,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.67,13.00,13.20,-127.90,36.77,969.43,371.39,12.72,2738,2347,2419,313,1217,0.30
2020,9,16,11,48,5,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.68,13.40,13.40,-127.70,36.78,969.42,371.46,12.80,2736,2345,2418,312,1216,0.30
2020,9,16,11,48,10,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.77,0.65,13.20,13.10,-128.00,36.79,969.43,371.40,13.68,2737,2345,2418,312,1216,0.30
2020,9,16,11,48,16,5.74,0.00,0.01,-0.00,0.01,-9.37,-0.76,0.69,12.70,13.20,-129.00,36.80,969.43,371.37,14.88,2737,2345,2417,314,1217,0.31
2020,9,16,11,48,22,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.76,0.64,13.30,13.80,-128.30,36.80,969.43,371.39,15.17,2739,2347,2419,314,1217,0.29
2020,9,16,11,48,28,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.76,0.67,13.30,13.50,-127.20,36.81,969.42,371.47,15.24,2741,2348,2421,312,1218,0.30
2020,9,16,11,48,33,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.77,0.65,13.10,14.70,-127.70,36.82,969.42,371.50,15.84,2737,2345,2417,313,1216,0.30
2020,9,16,11,48,39,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.68,12.10,13.30,-126.90,36.83,969.43,371.40,16.50,2736,2344,2416,312,1216,0.30
2020,9,16,11,48,45,5.74,0.00,0.00,-0.01,0.00,-9.36,-0.77,0.65,13.90,14.30,-127.70,36.83,969.44,371.32,15.24,2734,2342,2414,313,1215,0.30
2020,9,16,11,48,51,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.68,13.90,13.60,-128.40,36.83,969.43,371.43,12.83,2735,2342,2414,314,1216,0.30
2020,9,16,11,48,56,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.75,0.66,13.50,12.90,-127.60,36.83,969.42,371.45,12.37,2736,2343,2415,313,1216,0.30
2020,9,16,11,49,2,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.77,0.69,12.70,13.80,-127.30,36.82,969.41,371.58,12.48,2733,2341,2413,312,1215,0.30
2020,9,16,11,49,8,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.76,0.68,13.10,13.40,-127.20,36.82,969.41,371.58,14.00,2734,2341,2413,312,1215,0.30
2020,9,16,11,49,13,5.74,0.00,0.01,-0.01,0.01,-9.37,-0.77,0.65,13.00,14.30,-126.30,36.82,969.40,371.62,13.94,2736,2343,2415,313,1217,0.30
2020,9,16,11,49,19,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.76,0.66,12.50,14.10,-127.10,36.83,969.43,371.41,13.67,2738,2344,2416,312,1215,0.30
2020,9,16,11,49,25,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.64,13.20,14.10,-128.50,36.83,969.44,371.32,13.45,2741,2346,2418,314,1219,0.31
2020,9,16,11,49,31,5.74,0.00,0.00,-0.00,0.01,-9.37,-0.77,0.66,13.70,13.60,-125.90,36.83,969.40,371.65,12.83,2748,2351,2423,314,1219,0.31
2020,9,16,11,49,36,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.75,0.67,13.70,13.00,-126.70,36.84,969.43,371.35,12.72,2745,2349,2421,313,1217,0.31
2020,9,16,11,49,42,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.67,13.00,14.30,-126.70,36.85,969.41,371.57,12.81,2747,2351,2423,313,1220,0.30
2020,9,16,11,49,48,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.66,13.50,13.20,-126.80,36.85,969.39,371.70,12.58,2750,2354,2425,314,1221,0.31
2020,9,16,11,49,54,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.78,0.67,12.80,13.50,-127.00,36.86,969.39,371.70,13.36,2751,2354,2425,313,1221,0.30
2020,9,16,11,49,59,5.74,0.00,0.01,-0.00,0.01,-9.35,-0.77,0.64,13.20,13.50,-128.10,36.88,969.42,371.51,13.36,2751,2354,2425,313,1222,0.29
2020,9,16,11,50,5,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.78,0.67,12.80,13.40,-128.20,36.88,969.40,371.66,13.57,2754,2355,2426,314,1222,0.31
2020,9,16,11,50,11,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.76,0.66,12.70,13.10,-126.20,36.90,969.43,371.37,14.70,2736,2312,2376,313,1221,0.30
2020,9,16,11,50,17,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.77,0.66,13.10,13.30,-126.10,36.91,969.42,371.47,16.71,2734,2311,2376,312,1223,0.30
2020,9,16,11,50,22,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.76,0.69,12.00,13.40,-125.30,36.92,969.42,371.46,17.06,2725,2305,2370,314,1222,0.31
2020,9,16,11,50,28,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.75,0.67,13.90,13.50,-124.90,36.92,969.45,371.26,17.25,2736,2315,2380,313,1223,0.30
2020,9,16,11,50,34,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.66,13.80,14.20,-127.80,36.93,969.40,371.68,16.43,2735,2314,2379,314,1226,0.31
2020,9,16,11,50,40,5.74,0.00,0.00,-0.00,0.01,-9.34,-0.76,0.66,12.80,13.20,-126.40,36.93,969.43,371.40,15.30,2739,2318,2383,314,1226,0.31
2020,9,16,11,50,45,5.74,0.00,0.01,-0.00,0.01,-9.35,-0.76,0.67,12.40,13.40,-124.80,36.93,969.40,371.67,14.52,2736,2314,2379,313,1223,0.30
2020,9,16,11,50,51,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.76,0.66,12.90,13.30,-123.50,36.94,969.45,371.24,14.82,2733,2313,2378,314,1223,0.30
2020,9,16,11,50,57,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.77,0.67,11.90,12.40,-123.50,36.94,969.39,371.71,15.29,2742,2320,2385,312,1223,0.30
2020,9,16,11,51,2,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.76,0.68,12.10,13.20,-124.40,36.95,969.44,371.31,15.53,2742,2320,2385,313,1224,0.30
2020,9,16,11,51,8,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.76,0.65,11.40,13.40,-122.40,36.95,969.40,371.63,15.56,2739,2319,2383,314,1223,0.31
2020,9,16,11,51,14,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.77,0.68,12.50,13.60,-122.90,36.96,969.41,371.59,14.55,2731,2312,2377,313,1225,0.30
2020,9,16,11,51,20,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.75,0.67,11.40,13.70,-123.40,36.97,969.40,371.63,14.53,2739,2318,2383,314,1223,0.31
2020,9,16,11,51,25,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.77,0.67,12.10,13.30,-123.00,36.97,969.42,371.44,14.68,2738,2317,2382,314,1223,0.31
2020,9,16,11,51,31,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.77,0.65,11.70,13.00,-124.60,36.98,969.41,371.59,13.94,2744,2322,2387,312,1224,0.30
2020,9,16,11,51,37,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.68,12.00,13.90,-123.30,36.99,969.40,371.69,13.61,2740,2319,2384,313,1223,0.30
2020,9,16,11,51,43,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.67,12.30,13.60,-124.20,37.00,969.40,371.61,16.59,2745,2322,2387,314,1226,0.31
2020,9,16,11,51,48,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.76,0.67,11.90,13.20,-123.80,37.00,969.40,371.61,15.35,2747,2322,2386,312,1226,0.30
2020,9,16,11,51,54,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.77,0.66,12.50,13.60,-123.80,37.00,969.42,371.49,14.86,2739,2316,2381,314,1222,0.31
2020,9,16,11,52,0,5.74,0.00,0.00,-0.00,0.01,-9.35,-0.76,0.66,12.80,12.80,-124.50,36.99,969.41,371.59,14.90,2741,2318,2382,314,1223,0.31
2020,9,16,11,52,6,5.74,0.00,-0.00,-0.01,0.01,-9.38,-0.78,0.66,12.20,13.10,-123.40,36.99,969.39,371.74,14.59,2740,2317,2382,313,1223,0.30
2020,9,16,11,52,11,5.74,0.00,0.00,-0.01,0.02,-9.35,-0.78,0.67,11.90,13.30,-123.70,36.99,969.38,371.79,14.48,2740,2317,2382,313,1222,0.30
2020,9,16,11,52,17,5.74,0.00,-0.00,-0.00,0.01,-9.37,-0.77,0.64,11.40,13.80,-123.20,36.98,969.36,371.96,14.76,2733,2310,2374,312,1220,0.30
2020,9,16,11,52,23,5.74,0.00,0.01,-0.01,0.01,-9.37,-0.77,0.69,11.60,13.70,-122.70,36.99,969.40,371.61,16.22,2748,2309,2372,312,1218,0.30
2020,9,16,11,52,29,5.74,0.00,0.01,-0.00,0.01,-9.36,-0.76,0.65,11.60,12.70,-125.40,36.96,969.38,371.82,16.27,2751,2313,2376,313,1221,0.30
2020,9,16,11,52,34,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.77,0.68,12.00,13.50,-125.40,36.92,969.40,371.68,13.71,2753,2312,2376,312,1221,0.30
2020,9,16,11,52,40,5.74,0.00,0.00,-0.01,0.01,-9.38,-0.78,0.67,13.10,13.80,-126.20,36.90,969.40,371.63,14.28,2751,2312,2375,313,1221,0.30
2020,9,16,11,52,46,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.77,0.67,13.10,12.50,-126.30,36.88,969.38,371.82,16.93,2736,2306,2370,314,1221,0.31
2020,9,16,11,52,52,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.77,0.67,12.90,13.30,-126.80,36.87,969.38,371.82,17.65,2750,2317,2380,312,1223,0.30
2020,9,16,11,52,57,5.75,0.00,0.00,-0.00,0.01,-9.35,-0.77,0.67,12.40,13.30,-124.90,36.87,969.39,371.74,19.12,2749,2317,2381,313,1223,0.30
2020,9,16,11,53,3,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.78,0.66,10.60,13.90,-120.60,36.85,969.41,371.52,14.69,2817,2349,2414,312,1225,0.30
2020,9,16,11,53,9,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.76,0.65,5.90,15.90,-118.00,36.83,969.37,371.92,13.01,2770,2328,2391,314,1228,0.31
2020,9,16,11,53,14,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.75,0.67,6.80,11.80,-121.30,36.83,969.35,372.08,12.70,2743,2329,2395,314,1225,0.31
2020,9,16,11,53,20,5.74,0.00,0.00,-0.00,0.01,-9.37,-0.77,0.67,8.00,12.70,-119.80,36.81,969.37,371.91,12.20,2840,2490,2580,313,1223,0.30
2020,9,16,11,53,26,5.74,0.00,0.00,-0.01,0.01,-9.34,-0.77,0.67,8.90,11.00,-124.00,36.80,969.35,372.06,12.24,2976,2688,2817,314,1222,0.31
2020,9,16,11,53,32,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.78,0.67,8.50,12.60,-122.30,36.79,969.36,372.04,12.34,2821,2472,2561,314,1222,0.31
2020,9,16,11,53,37,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.75,0.69,8.60,12.80,-121.90,36.79,969.34,372.19,12.49,2794,2429,2511,312,1219,0.30
2020,9,16,11,53,43,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.77,0.67,8.20,11.90,-121.30,36.78,969.33,372.28,12.33,2788,2422,2503,312,1217,0.30
2020,9,16,11,53,49,5.74,0.00,-0.00,-0.01,0.01,-9.34,-0.76,0.67,6.90,12.60,-121.70,36.78,969.33,372.22,12.50,2752,2366,2439,312,1215,0.30
2020,9,16,11,53,55,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.69,7.00,12.50,-120.30,36.78,969.33,372.24,12.48,2747,2361,2434,314,1214,0.31
2020,9,16,11,54,0,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.77,0.67,8.10,13.90,-120.00,36.79,969.31,372.40,12.66,2749,2362,2435,313,1215,0.30
2020,9,16,11,54,6,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.78,0.67,7.30,13.10,-119.00,36.79,969.32,372.30,12.94,2751,2362,2435,313,1217,0.30
2020,9,16,11,54,12,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.70,11.10,13.60,-122.10,36.80,969.34,372.15,16.26,2752,2360,2432,312,1219,0.30
2020,9,16,11,54,18,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.78,0.66,10.20,12.70,-121.80,36.80,969.32,372.38,16.92,2744,2350,2422,314,1218,0.31
2020,9,16,11,54,23,5.74,0.00,0.00,0.00,0.01,-9.36,-0.77,0.70,10.70,13.20,-121.30,36.79,969.34,372.13,14.89,2743,2348,2419,313,1220,0.30
2020,9,16,11,54,29,5.74,0.00,-0.01,-0.01,0.01,-9.36,-0.77,0.67,10.30,13.60,-121.90,36.79,969.34,372.16,15.14,2735,2334,2402,311,1221,0.29
2020,9,16,11,54,35,5.74,0.00,-0.00,-0.00,0.01,-9.37,-0.78,0.67,9.90,13.30,-122.10,36.79,969.35,372.07,15.72,2729,2323,2390,314,1218,0.31
2020,9,16,11,54,41,5.74,0.00,0.00,-0.02,0.01,-9.37,-0.78,0.68,9.50,13.80,-121.10,36.79,969.37,371.92,16.37,2739,2336,2404,313,1218,0.30
2020,9,16,11,54,46,5.75,0.00,0.00,-0.00,0.01,-9.35,-0.77,0.67,9.70,12.10,-122.70,36.79,969.33,372.23,16.90,2865,2543,2643,313,1218,0.30
2020,9,16,11,54,52,5.74,0.00,-0.00,-0.01,0.01,-9.38,-0.75,0.65,14.90,14.70,-127.80,36.79,969.34,372.14,15.11,3095,2750,2898,312,1218,0.30
2020,9,16,11,54,58,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.67,14.60,15.90,-129.00,36.76,969.34,372.18,12.89,3214,2790,2957,313,1219,0.31
2020,9,16,11,55,3,5.74,0.00,0.00,-0.00,0.01,-9.35,-0.76,0.68,14.00,16.00,-129.90,36.76,969.33,372.28,13.67,2959,2673,2798,312,1214,0.30
2020,9,16,11,55,9,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.78,0.67,13.80,16.20,-130.60,36.76,969.33,372.23,13.40,3023,2724,2864,313,1216,0.30
2020,9,16,11,55,15,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.77,0.63,14.60,15.10,-130.50,36.71,969.31,372.44,12.12,2996,2707,2841,313,1217,0.30
2020,9,16,11,55,21,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.67,15.30,15.50,-129.50,36.70,969.32,372.35,11.84,2992,2703,2837,314,1218,0.31
2020,9,16,11,55,26,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.77,0.65,14.20,12.90,-127.20,36.70,969.34,372.18,12.88,2785,2419,2500,312,1217,0.30
2020,9,16,11,55,32,5.74,0.00,0.01,-0.00,0.01,-9.36,-0.77,0.66,13.60,13.60,-128.20,36.70,969.31,372.42,12.87,2804,2447,2532,312,1221,0.30
2020,9,16,11,55,38,5.74,0.00,-0.00,-0.00,0.01,-9.36,-0.77,0.67,15.00,13.60,-125.90,36.70,969.34,372.13,12.73,2780,2417,2500,314,1219,0.31
2020,9,16,11,55,44,5.76,0.00,0.00,-0.01,0.02,-9.35,-0.76,0.67,13.80,12.70,-126.40,36.70,969.32,372.34,13.41,2794,2433,2516,314,1219,0.31
2020,9,16,11,55,49,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.78,0.67,13.70,13.60,-125.10,36.71,969.32,372.35,13.68,2744,2349,2421,313,1221,0.30
2020,9,16,11,55,55,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.77,0.65,13.30,12.80,-125.00,36.72,969.31,372.41,13.26,2733,2325,2393,314,1221,0.31
2020,9,16,11,56,1,5.74,0.00,0.01,-0.01,0.01,-9.37,-0.76,0.64,12.70,12.90,-126.00,36.72,969.34,372.17,13.50,2735,2328,2396,312,1220,0.30
2020,9,16,11,56,7,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.78,0.66,12.90,13.00,-124.50,36.74,969.34,372.21,13.54,2732,2326,2394,312,1218,0.30
2020,9,16,11,56,12,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.78,0.65,12.80,13.40,-126.30,36.74,969.30,372.49,13.60,2731,2325,2392,312,1218,0.30
2020,9,16,11,56,18,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.77,0.66,12.60,12.50,-125.60,36.76,969.32,372.35,15.49,2728,2318,2384,314,1221,0.30
2020,9,16,11,56,24,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.66,12.20,13.10,-124.30,36.78,969.34,372.16,16.07,2733,2321,2388,314,1221,0.31
2020,9,16,11,56,30,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.77,0.66,12.20,13.70,-126.40,36.79,969.34,372.21,15.38,2739,2328,2394,312,1222,0.30
2020,9,16,11,56,35,5.74,0.00,0.01,-0.01,0.01,-9.34,-0.78,0.68,13.30,13.00,-127.10,36.80,969.33,372.28,16.12,2732,2321,2388,311,1221,0.29
2020,9,16,11,56,41,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.76,0.65,12.30,13.10,-124.80,36.82,969.34,372.19,15.09,2734,2317,2382,313,1221,0.30
2020,9,16,11,56,47,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.78,0.67,10.00,13.10,-122.50,36.82,969.29,372.58,14.15,2745,2348,2419,312,1222,0.30
2020,9,16,11,56,53,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.77,0.67,11.40,12.20,-123.70,36.84,969.35,372.06,13.13,2805,2435,2516,314,1222,0.31
2020,9,16,11,56,58,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.75,0.67,10.50,12.90,-122.70,36.84,969.31,372.45,12.79,2803,2433,2514,313,1222,0.30
2020,9,16,11,57,4,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.75,0.65,10.80,11.50,-123.10,36.84,969.29,372.62,12.81,2788,2422,2504,313,1222,0.30
2020,9,16,11,57,10,5.74,0.00,0.00,-0.00,0.01,-9.36,-0.78,0.67,6.60,10.90,-119.30,36.84,969.32,372.36,14.17,2888,2571,2677,314,1221,0.30
2020,9,16,11,57,15,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.76,0.63,-28.70,9.90,-121.90,36.85,969.33,372.28,12.77,3351,2816,2999,314,1224,0.31
2020,9,16,11,57,21,5.74,0.00,-0.00,-0.01,0.02,-9.36,-0.76,0.66,10.80,12.20,-121.70,36.85,969.33,372.28,13.54,2955,2664,2782,313,1223,0.30
2020,9,16,11,57,27,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.77,0.63,9.80,10.10,-123.10,36.85,969.33,372.27,12.85,2961,2668,2786,315,1223,0.30
2020,9,16,11,57,33,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.75,0.68,10.20,11.70,-123.60,36.85,969.29,372.56,12.77,2953,2662,2779,313,1221,0.30
2020,9,16,11,57,38,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.76,0.67,9.60,12.30,-123.00,36.86,969.30,372.48,12.64,2937,2643,2758,312,1222,0.30
2020,9,16,11,57,44,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.78,0.63,1.00,9.70,-120.40,36.86,969.29,372.63,12.72,3094,2784,2931,314,1223,0.31
2020,9,16,11,57,50,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.77,0.65,1.90,16.20,-118.50,36.86,969.30,372.54,12.45,2850,2504,2598,314,1223,0.31
2020,9,16,11,57,56,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.76,0.68,3.10,16.10,-116.50,36.86,969.31,372.41,12.70,2733,2304,2368,313,1222,0.30
2020,9,16,11,58,1,5.74,0.00,0.00,-0.00,0.01,-9.37,-0.77,0.67,4.50,16.50,-117.70,36.86,969.32,372.30,12.50,2744,2305,2369,313,1221,0.30
2020,9,16,11,58,7,5.74,0.00,0.01,-0.01,0.01,-9.35,-0.77,0.66,4.40,13.30,-117.70,36.87,969.31,372.39,12.98,2758,2366,2439,314,1220,0.31
2020,9,16,11,58,13,5.74,0.00,-0.00,-0.01,0.01,-9.35,-0.76,0.64,10.50,10.80,-124.20,36.88,969.31,372.42,14.39,3319,2804,2984,314,1219,0.31
2020,9,16,11,58,19,5.74,0.00,0.01,-0.00,0.01,-9.34,-0.76,0.65,10.20,10.80,-123.80,36.87,969.31,372.45,13.95,3083,2758,2906,314,1220,0.30
2020,9,16,11,58,24,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.76,0.60,8.30,11.50,-124.10,36.88,969.31,372.42,15.47,3007,2717,2851,315,1217,0.31
2020,9,16,11,58,30,5.74,0.00,0.00,-0.01,0.01,-9.38,-0.78,0.65,10.00,11.30,-123.20,36.87,969.32,372.32,13.85,2953,2664,2788,314,1219,0.31
2020,9,16,11,58,36,5.75,0.00,-0.01,-0.01,0.01,-9.36,-0.78,0.67,10.50,11.80,-123.00,36.89,969.30,372.54,13.46,2991,2703,2834,313,1220,0.30
2020,9,16,11,58,42,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.78,0.67,7.10,12.60,-118.90,36.90,969.31,372.42,14.04,2729,2320,2386,313,1221,0.30
2020,9,16,11,58,47,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.77,0.67,7.20,17.80,-117.80,36.91,969.29,372.58,13.44,2919,2391,2463,313,1222,0.30
2020,9,16,11,58,53,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.66,6.20,16.70,-118.60,36.91,969.31,372.47,12.62,2733,2304,2368,313,1222,0.30
2020,9,16,11,58,59,5.74,0.00,-0.00,-0.01,0.01,-9.37,-0.77,0.68,8.40,15.20,-118.60,36.92,969.30,372.47,12.62,2744,2308,2372,313,1223,0.30
2020,9,16,11,59,5,5.74,0.00,0.01,-0.01,0.01,-9.34,-0.78,0.65,6.50,14.90,-118.70,36.94,969.27,372.74,12.85,2738,2305,2368,313,1222,0.30
2020,9,16,11,59,10,5.74,0.00,-0.01,-0.01,0.01,-9.38,-0.78,0.65,7.80,13.80,-118.70,36.94,969.29,372.58,12.48,2732,2300,2363,313,1219,0.30
2020,9,16,11,59,16,5.74,0.00,0.00,-0.02,0.01,-9.35,-0.78,0.68,7.90,14.70,-118.00,36.96,969.28,372.67,12.21,2731,2300,2363,313,1220,0.29
2020,9,16,11,59,22,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.67,8.00,14.30,-119.70,36.97,969.29,372.59,12.37,2727,2299,2362,313,1221,0.30
2020,9,16,11,59,27,5.74,0.00,0.01,-0.01,0.01,-9.38,-0.77,0.68,7.40,14.80,-118.20,36.98,969.28,372.69,12.43,2725,2297,2361,312,1219,0.30
2020,9,16,11,59,33,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.77,0.67,7.60,13.50,-120.50,36.99,969.27,372.81,12.36,2720,2297,2361,314,1218,0.31
2020,9,16,11,59,39,5.74,0.00,0.00,-0.01,0.01,-9.35,-0.77,0.66,8.60,13.50,-120.10,36.98,969.26,372.87,12.50,2735,2339,2409,312,1215,0.30
2020,9,16,11,59,45,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.66,8.20,12.70,-120.70,36.96,969.30,372.52,12.13,2789,2424,2506,312,1216,0.30
2020,9,16,11,59,50,5.74,0.00,0.00,-0.01,0.01,-9.38,-0.78,0.67,9.10,12.20,-121.10,36.94,969.29,372.58,12.55,2797,2433,2515,313,1218,0.30
2020,9,16,11,59,56,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.78,0.67,8.60,12.40,-121.60,36.94,969.27,372.80,12.59,2798,2432,2515,311,1218,0.30
2020,9,16,12,0,2,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.66,8.10,12.10,-120.10,36.92,969.28,372.64,12.69,2799,2433,2515,313,1220,0.30
2020,9,16,12,0,8,5.74,0.00,0.01,-0.00,0.01,-9.36,-0.76,0.66,9.00,11.80,-120.90,36.91,969.25,372.99,12.22,2816,2457,2542,314,1219,0.31
2020,9,16,12,0,13,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.77,0.67,8.60,11.70,-120.70,36.91,969.30,372.52,12.39,2815,2454,2539,312,1219,0.30
2020,9,16,12,0,19,5.74,0.00,0.01,-0.00,0.01,-9.36,-0.78,0.67,8.10,12.30,-119.90,36.91,969.28,372.66,13.55,2818,2455,2540,312,1221,0.30
2020,9,16,12,0,25,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.76,0.66,7.10,11.90,-120.00,36.91,969.26,372.82,13.73,2814,2454,2539,313,1220,0.30
2020,9,16,12,0,31,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.78,0.68,8.00,13.10,-120.40,36.91,969.27,372.80,14.05,2821,2459,2545,314,1222,0.30
2020,9,16,12,0,36,5.74,0.00,0.01,-0.01,0.01,-9.37,-0.78,0.67,7.70,13.00,-120.90,36.91,969.30,372.54,13.56,2812,2445,2528,314,1222,0.31
2020,9,16,12,0,42,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.67,8.20,13.00,-120.40,36.91,969.27,372.79,13.72,2749,2352,2423,314,1220,0.31
2020,9,16,12,0,48,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.77,0.67,6.90,13.80,-118.90,36.91,969.26,372.90,13.25,2742,2344,2414,314,1218,0.31
2020,9,16,12,0,54,5.74,0.00,0.01,-0.01,0.01,-9.36,-0.76,0.68,5.20,13.30,-118.90,36.92,969.24,373.00,13.01,2741,2346,2416,313,1217,0.30
2020,9,16,12,0,59,5.74,0.00,0.00,-0.01,0.01,-9.37,-0.77,0.70,-5.80,27.60,-134.50,36.92,969.28,372.66,14.53,2907,2577,2686,313,1220,0.30
2020,9,16,12,1,5,5.75,0.00,-0.00,-0.02,0.01,-9.36,-0.75,0.67,15.00,17.00,-130.60,36.92,969.27,372.76,13.23,3039,2516,2611,314,1222,0.31
2020,9,16,12,1,11,5.74,0.00,-0.00,-0.01,0.01,-9.36,-0.76,0.66,11.20,11.40,-123.30,36.90,969.28,372.65,12.20,3188,2817,2977,313,1220,0.30
2020,9,16,12,1,16,5.74,0.00,0.00,-0.01,0.01,-9.36,-0.76,0.67,11.20,10.60,-124.30,36.89,969.27,372.77,12.34,3143,2817,2968,313,1224,0.30
2020,9,16,12,1,22,5.74,0.00,0.01,-0.00,0.01,-9.35,-0.78,0.66,11.90,11.50,-123.20,36.89,969.30,372.53,12.90,3010,2721,2846,314,1225,0.31
2020,9,16,12,1,28,5.74,0.00,0.00,-0.01,0.02,-9.35,-0.77,0.67,10.90,11.70,-122.30,36.87,969.25,372.90,12.32,2985,2691,2810,313,1224,0.30
2020,9,16,12,1,34,5.74,0.00,-0.00,-0.00,0.01,-9.34,-0.78,0.66,9.00,11.40,-123.90,36.87,969.27,372.81,12.60,3026,2742,2872,313,1226,0.30
2020,9,16,12,1,39,5.74,0.00,0.01,0.00,0.00,-9.35,-0.78,0.63,2.80,10.10,-119.20,36.87,969.24,372.94,12.47,3101,2803,2946,313,1228,0.30
2020,9,16,12,1,45,5.74,0.00,0.01,-0.00,0.01,-9.36,-0.77,0.67,7.10,10.70,-120.50,36.87,969.27,372.76,12.49,3019,2731,2856,314,1228,0.31
