EarthPod Sensor Log
Created: Mon Jul  6 02:28:41 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Mon Jul  6 02:56:13 2020,6.231,30.06,43.589,59.2,96.23303125,470,3.997753169635692,4.237,2972,0
Mon Jul  6 02:56:20 2020,6.226,30.077,44.616,58.92,96.228898437,479,4.077577899132669,4.354,2974,0
Mon Jul  6 02:56:27 2020,6.228,30.13,44.013,21.74,96.232160156,465,3.957129094412331,4.442,2959,0
Mon Jul  6 02:56:35 2020,6.227,30.122,48.367,21.04,96.236246093,29,0.24682832824795248,0.358,3234,0
Mon Jul  6 02:56:42 2020,6.227,30.185,48.927,41.52,96.238121093,0,0.0,0.414,3175,0
Mon Jul  6 02:56:49 2020,6.232,30.309,49.2,32.2,96.236636718,4,0.03401797175866496,0.129,3949,0
Mon Jul  6 02:56:56 2020,6.225,30.402,48.71,133.76,96.238589843,1,0.008514056224899598,0.192,3807,0
Mon Jul  6 02:57:03 2020,6.224,30.5,44.726,199.2,96.235730468,0,0.0,0.096,4162,0
Mon Jul  6 02:57:10 2020,6.229,30.624,43.556,199.2,96.2366875,0,0.0,0.078,4274,0
Mon Jul  6 02:57:17 2020,6.227,30.767,43.82,198.72,96.234164062,0,0.0,0.076,4329,0
Mon Jul  6 02:57:24 2020,6.228,30.86,42.588,198.4,96.23496875,0,0.0,0.076,4374,0
Mon Jul  6 02:57:31 2020,6.229,30.973,42.889,198.72,96.235261718,0,0.0,0.082,4395,0
Mon Jul  6 02:57:38 2020,6.229,31.077,42.555,198.24,96.235800781,0,0.0,0.074,4458,0
Mon Jul  6 02:57:45 2020,6.224,31.17,41.793,198.08,96.235179687,0,0.0,0.076,4492,0
Mon Jul  6 02:57:52 2020,6.232,31.253,41.914,198.4,96.234289062,0,0.0,0.074,4535,0
Mon Jul  6 02:57:59 2020,6.224,31.336,41.732,198.24,96.234183593,0,0.0,0.08,4548,0
Mon Jul  6 02:58:06 2020,6.226,31.434,40.94,197.76,96.234097656,0,0.0,0.078,4585,0
Mon Jul  6 02:58:13 2020,6.23,31.492,41.378,197.76,96.234925781,0,0.0,0.079,4609,0
Mon Jul  6 02:58:20 2020,6.226,31.6,41.093,197.6,96.237910156,0,0.0,0.077,4634,0
Mon Jul  6 02:58:27 2020,6.225,31.628,41.201,197.6,96.238550781,0,0.0,0.08,4656,0
Mon Jul  6 02:58:34 2020,6.23,31.716,40.849,197.76,96.239335937,0,0.0,0.075,4692,0
Mon Jul  6 02:58:42 2020,6.224,31.819,41.806,197.28,96.238265625,0,0.0,0.081,4701,0
Mon Jul  6 02:58:49 2020,6.221,31.902,40.205,197.44,96.237472656,0,0.0,0.083,4716,0
Mon Jul  6 02:58:56 2020,6.231,31.97,40.951,197.28,96.234625,0,0.0,0.08,4744,0
Mon Jul  6 02:59:03 2020,6.225,32.074,40.751,197.44,96.232371093,0,0.0,0.081,4763,0
Mon Jul  6 02:59:10 2020,6.224,32.142,39.706,197.12,96.230726562,0,0.0,0.081,4780,0
Mon Jul  6 02:59:17 2020,6.226,32.184,39.46,196.8,96.234011718,0,0.0,0.085,4780,0
Mon Jul  6 02:59:24 2020,6.227,32.247,39.715,196.8,96.231535156,0,0.0,0.082,4804,0
Mon Jul  6 02:59:31 2020,6.225,32.336,39.714,196.64,96.229859375,0,0.0,0.084,4821,0
Mon Jul  6 02:59:38 2020,6.228,32.388,39.721,196.64,96.234535156,0,0.0,0.084,4829,0
Mon Jul  6 02:59:45 2020,6.226,32.466,39.714,196.8,96.231789062,0,0.0,0.084,4844,0
Mon Jul  6 02:59:52 2020,6.253,32.565,39.028,196.96,96.235035156,0,0.0,0.084,4859,0
Mon Jul  6 02:59:59 2020,6.231,32.587,38.975,196.48,96.229289062,0,0.0,0.083,4876,0
Mon Jul  6 03:00:06 2020,6.222,32.716,39.102,196.48,96.229550781,0,0.0,0.083,4887,0
Mon Jul  6 03:00:13 2020,6.221,32.718,38.728,196.32,96.228984375,0,0.0,0.084,4892,0
Mon Jul  6 03:00:20 2020,6.229,32.806,38.894,196.32,96.229183593,0,0.0,0.091,4880,0
Mon Jul  6 03:00:27 2020,6.225,32.839,38.655,196.16,96.227984375,0,0.0,0.086,4915,0
Mon Jul  6 03:00:34 2020,6.226,32.917,38.192,196.16,96.227605468,0,0.0,0.097,4892,0
Mon Jul  6 03:00:41 2020,6.228,32.965,39.021,196.0,96.233335937,0,0.0,0.089,4918,0
Mon Jul  6 03:00:49 2020,6.225,33.013,38.418,196.32,96.22925,0,0.0,0.092,4922,0
Mon Jul  6 03:00:56 2020,6.223,33.041,38.526,196.0,96.228441406,0,0.0,0.093,4924,0
Mon Jul  6 03:01:03 2020,6.23,33.103,37.701,196.0,96.230945312,0,0.0,0.097,4913,0
Mon Jul  6 03:01:10 2020,6.226,33.151,38.468,195.84,96.230550781,0,0.0,0.091,4937,0
Mon Jul  6 03:01:17 2020,6.225,33.224,37.719,195.84,96.231601562,0,0.0,0.091,4943,0
Mon Jul  6 03:01:24 2020,6.231,33.317,37.382,195.68,96.226929687,0,0.0,0.093,4949,0
Mon Jul  6 03:01:31 2020,6.224,33.37,37.466,195.52,96.226289062,0,0.0,0.102,4927,0
Mon Jul  6 03:01:38 2020,6.226,33.368,37.696,195.2,96.227589843,0,0.0,0.097,4947,0
Mon Jul  6 03:01:45 2020,6.229,33.431,37.713,195.36,96.230238281,0,0.0,0.094,4959,0
Mon Jul  6 03:01:52 2020,6.227,33.489,37.11,195.2,96.22565625,1,0.008511321663722498,0.092,4974,0
Mon Jul  6 03:01:59 2020,6.223,33.516,37.255,195.36,96.228121093,0,0.0,0.099,4958,0
Mon Jul  6 03:02:06 2020,6.234,33.564,37.532,195.2,96.228664062,0,0.0,0.095,4973,0
Mon Jul  6 03:02:13 2020,6.221,33.642,37.231,195.36,96.227960937,0,0.0,0.094,4983,0
Mon Jul  6 03:02:20 2020,6.224,33.685,36.949,195.04,96.229019531,0,0.0,0.094,4983,0
Mon Jul  6 03:02:27 2020,6.231,33.693,36.901,194.88,96.229679687,0,0.0,0.094,4990,0
Mon Jul  6 03:02:34 2020,6.222,33.786,37.965,194.72,96.228769531,0,0.0,0.099,4979,0
Mon Jul  6 03:02:41 2020,6.228,33.793,37.67,194.72,96.229519531,0,0.0,0.096,4992,0
Mon Jul  6 03:02:48 2020,6.228,33.866,37.278,194.88,96.233175781,0,0.0,0.096,4992,0
Mon Jul  6 03:02:56 2020,6.219,33.889,36.853,194.72,96.233675781,0,0.0,0.095,4999,0
Mon Jul  6 03:03:03 2020,6.224,33.907,36.54,194.56,96.231484375,0,0.0,0.096,5003,0
Mon Jul  6 03:03:10 2020,6.23,33.959,36.856,194.56,96.228503906,0,0.0,0.096,5003,0
Mon Jul  6 03:03:17 2020,6.225,34.002,37.251,194.24,96.229488281,0,0.0,0.1,4994,0
Mon Jul  6 03:03:24 2020,6.223,34.035,35.598,194.4,96.2295,0,0.0,0.091,5021,0
Mon Jul  6 03:03:31 2020,6.229,34.103,36.643,194.08,96.229199218,0,0.0,0.094,5021,0
Mon Jul  6 03:03:38 2020,6.227,34.095,36.346,193.92,96.229730468,0,0.0,0.095,5021,0
Mon Jul  6 03:03:45 2020,6.225,34.179,36.729,194.08,96.230222656,0,0.0,0.098,5009,0
Mon Jul  6 03:03:52 2020,6.228,34.231,36.145,193.6,96.227980468,0,0.0,0.096,5025,0
Mon Jul  6 03:03:59 2020,6.223,34.239,36.506,193.76,96.228027343,0,0.0,0.099,5020,0
Mon Jul  6 03:04:06 2020,6.227,34.272,36.868,193.28,96.230691406,0,0.0,0.095,5032,0
Mon Jul  6 03:04:13 2020,6.241,34.294,35.813,192.96,96.231382812,0,0.0,0.095,5030,0
Mon Jul  6 03:04:20 2020,6.224,34.367,36.303,192.64,96.228296875,0,0.0,0.13,4931,0
Mon Jul  6 03:04:27 2020,6.226,34.42,36.085,193.12,96.230761718,0,0.0,0.093,5023,0
Mon Jul  6 03:04:34 2020,6.229,34.433,35.781,191.68,96.232257812,0,0.0,0.097,5024,0
Mon Jul  6 03:04:41 2020,6.223,34.481,36.375,190.72,96.227777343,0,0.0,0.097,5016,0
Mon Jul  6 03:04:48 2020,6.222,34.518,36.157,191.84,96.229289062,0,0.0,0.1,5010,0
Mon Jul  6 03:04:55 2020,6.228,34.596,35.404,193.12,96.231777343,0,0.0,0.106,4983,0
Mon Jul  6 03:05:03 2020,6.226,34.624,35.949,192.64,96.23171875,0,0.0,0.098,5009,0
Mon Jul  6 03:05:10 2020,6.223,34.702,35.081,192.48,96.233695312,0,0.0,0.102,5001,0
Mon Jul  6 03:05:17 2020,6.229,34.664,35.568,192.8,96.230550781,0,0.0,0.101,4999,0
Mon Jul  6 03:05:24 2020,6.224,34.662,35.111,192.64,96.225582031,0,0.0,0.097,5015,0
Mon Jul  6 03:05:31 2020,6.222,34.755,35.183,192.48,96.22415625,0,0.0,0.096,5022,0
Mon Jul  6 03:05:38 2020,6.228,34.773,35.533,192.16,96.226425781,0,0.0,0.099,5020,0
Mon Jul  6 03:05:45 2020,6.223,34.805,35.034,192.16,96.226277343,0,0.0,0.095,5032,0
Mon Jul  6 03:05:52 2020,6.223,34.868,35.185,192.16,96.227925781,0,0.0,0.096,5039,0
Mon Jul  6 03:05:59 2020,6.231,34.916,35.848,192.0,96.227941406,0,0.0,0.096,5038,0
Mon Jul  6 03:06:06 2020,6.228,34.929,35.398,192.0,96.229183593,0,0.0,0.098,5033,0
Mon Jul  6 03:06:13 2020,6.225,34.992,35.07,191.36,96.229359375,0,0.0,0.093,5050,0
Mon Jul  6 03:06:20 2020,6.231,35.019,35.282,176.32,96.228371093,0,0.0,0.098,5031,0
Mon Jul  6 03:06:27 2020,6.222,35.037,35.717,192.0,96.226949218,0,0.0,0.1,5035,0
Mon Jul  6 03:06:34 2020,6.222,35.06,34.382,191.68,96.22534375,0,0.0,0.095,5047,0
Mon Jul  6 03:06:41 2020,6.229,35.067,35.055,191.68,96.227953125,0,0.0,0.099,5044,0
Mon Jul  6 03:06:48 2020,6.227,35.13,34.458,191.52,96.228355468,0,0.0,0.099,5057,0
Mon Jul  6 03:06:55 2020,6.223,35.148,34.64,191.36,96.226195312,0,0.0,0.093,5064,0
Mon Jul  6 03:07:02 2020,6.227,35.125,34.794,191.84,96.227765625,0,0.0,0.093,5064,0
Mon Jul  6 03:07:09 2020,6.224,35.168,33.929,191.04,96.228867187,0,0.0,0.094,5059,0
Mon Jul  6 03:07:17 2020,6.226,35.145,34.602,191.04,96.229210937,0,0.0,0.097,5055,0
Mon Jul  6 03:07:24 2020,6.231,35.158,34.567,190.88,96.227503906,0,0.0,0.093,5071,0
Mon Jul  6 03:07:31 2020,6.22,35.176,34.761,191.2,96.23275,0,0.0,0.095,5062,0
Mon Jul  6 03:07:38 2020,6.227,35.203,34.884,191.04,96.232015625,0,0.0,0.094,5062,0
Mon Jul  6 03:07:45 2020,6.232,35.216,34.15,190.72,96.232417968,0,0.0,0.093,5063,0
Mon Jul  6 03:07:52 2020,6.224,35.203,34.567,190.72,96.227390625,0,0.0,0.098,5045,0
Mon Jul  6 03:07:59 2020,6.222,35.211,34.272,190.56,96.231363281,0,0.0,0.093,5064,0
Mon Jul  6 03:08:06 2020,6.226,35.269,34.207,190.56,96.230457031,1,0.008512688724702858,0.096,5057,0
Mon Jul  6 03:08:13 2020,6.225,35.256,34.51,190.56,96.230800781,0,0.0,0.103,5040,0
Mon Jul  6 03:08:20 2020,6.224,35.299,34.075,190.4,96.231140625,0,0.0,0.095,5059,0
Mon Jul  6 03:08:27 2020,6.232,35.276,34.123,190.24,96.231136718,0,0.0,0.093,5075,0
Mon Jul  6 03:08:34 2020,6.222,35.304,34.109,189.92,96.230875,0,0.0,0.095,5070,0
Mon Jul  6 03:08:41 2020,6.224,35.337,33.992,189.76,96.232472656,0,0.0,0.093,5075,0
Mon Jul  6 03:08:48 2020,6.225,35.334,34.176,189.6,96.229609375,0,0.0,0.096,5064,0
Mon Jul  6 03:08:55 2020,6.221,35.352,34.614,189.76,96.232546875,0,0.0,0.099,5057,0
Mon Jul  6 03:09:02 2020,6.221,35.359,34.234,189.6,96.233679687,0,0.0,0.097,5060,0
Mon Jul  6 03:09:09 2020,6.229,35.347,34.01,189.6,96.232582031,0,0.0,0.098,5053,0
Mon Jul  6 03:09:16 2020,6.225,35.364,33.969,189.44,96.228753906,0,0.0,0.103,5031,0
Mon Jul  6 03:09:23 2020,6.221,35.407,33.641,189.12,96.229621093,0,0.0,0.096,5051,0
Mon Jul  6 03:09:31 2020,6.227,35.41,34.216,189.28,96.228457031,0,0.0,0.095,5058,0
Mon Jul  6 03:09:38 2020,6.223,35.427,34.483,189.12,96.228417968,0,0.0,0.1,5046,0
Mon Jul  6 03:09:45 2020,6.221,35.405,33.731,188.96,96.229921875,0,0.0,0.099,5043,0
Mon Jul  6 03:09:52 2020,6.229,35.417,34.239,188.96,96.228925781,0,0.0,0.098,5038,0
Mon Jul  6 03:09:59 2020,6.219,35.43,34.103,188.8,96.230824218,0,0.0,0.094,5057,0
Mon Jul  6 03:10:06 2020,6.221,35.478,34.175,188.48,96.230824218,0,0.0,0.101,5038,0
Mon Jul  6 03:10:13 2020,6.228,35.46,33.746,188.64,96.230761718,0,0.0,0.097,5058,0
Mon Jul  6 03:10:20 2020,6.223,35.498,34.248,188.48,96.229765625,0,0.0,0.099,5046,0
Mon Jul  6 03:10:27 2020,6.223,35.48,33.41,187.36,96.231464843,0,0.0,0.099,5046,0
Mon Jul  6 03:10:34 2020,6.229,35.498,34.269,187.36,96.230832031,0,0.0,0.106,5024,0
Mon Jul  6 03:10:41 2020,6.223,35.576,33.566,188.32,96.231667968,0,0.0,0.1,5041,0
Mon Jul  6 03:10:48 2020,6.225,35.543,33.668,188.0,96.231335937,0,0.0,0.102,5038,0
Mon Jul  6 03:10:55 2020,6.228,35.566,33.422,188.0,96.231003906,0,0.0,0.097,5052,0
Mon Jul  6 03:11:02 2020,6.226,35.598,34.065,187.84,96.230535156,0,0.0,0.096,5052,0
Mon Jul  6 03:11:09 2020,6.226,35.616,34.06,187.68,96.231902343,0,0.0,0.099,5044,0
Mon Jul  6 03:11:16 2020,6.227,35.674,33.964,186.4,96.232902343,0,0.0,0.094,5058,0
Mon Jul  6 03:11:23 2020,6.224,35.682,34.207,47.84,96.231402343,0,0.0,0.169,4834,0
Mon Jul  6 03:11:30 2020,6.227,35.639,35.56,18.61,96.227132812,6,0.05106792998233499,0.521,3837,0
Mon Jul  6 03:11:37 2020,6.231,35.369,33.688,16.94,96.22946875,6,0.051035146846413096,0.176,4627,0
Mon Jul  6 03:11:45 2020,6.221,35.352,32.936,17.54,96.225429687,2,0.01703906124417296,0.162,4630,0
Mon Jul  6 03:11:52 2020,6.225,35.304,33.633,17.54,96.2285,2,0.017028112449799196,0.176,4649,0
Mon Jul  6 03:11:59 2020,6.229,35.291,32.719,17.4,96.231503906,2,0.017017177717129555,0.145,4723,0
Mon Jul  6 03:12:06 2020,6.221,35.213,32.925,17.4,96.225730468,2,0.01703906124417296,0.137,4734,0
Mon Jul  6 03:12:13 2020,6.222,35.211,32.923,17.26,96.225558593,3,0.025554484088717452,0.146,4671,0
Mon Jul  6 03:12:20 2020,6.227,35.198,33.016,17.08,96.225992187,4,0.03404528665488999,0.132,4742,0
Mon Jul  6 03:12:27 2020,6.225,35.226,34.608,22.82,96.228921875,4,0.03405622489959839,0.815,3824,0
Mon Jul  6 03:12:34 2020,6.223,35.188,41.036,15.42,96.236863281,0,0.0,0.162,4454,0
Mon Jul  6 03:12:41 2020,6.226,35.181,43.614,24.6,96.242605468,0,0.0,0.119,4747,0
Mon Jul  6 03:12:48 2020,6.227,35.299,45.51,136.16,96.230503906,0,0.0,0.211,4440,0
Mon Jul  6 03:12:55 2020,6.222,35.342,41.798,24.74,96.234570312,1,0.008518161362905818,0.229,4392,0
Mon Jul  6 03:13:02 2020,6.232,35.384,54.919,23.16,96.240007812,1,0.00850449293966624,0.173,4608,0
Mon Jul  6 03:13:09 2020,6.222,35.639,56.373,25.1,96.243140625,0,0.0,0.114,4852,0
Mon Jul  6 03:13:16 2020,6.224,35.838,61.73,25.66,96.241230468,1,0.008515424164524422,0.107,4951,0
Mon Jul  6 03:13:23 2020,6.227,36.077,57.441,25.66,96.240078125,0,0.0,0.1,5045,0
Mon Jul  6 03:13:30 2020,6.225,36.246,55.627,18.86,96.238988281,0,0.0,0.089,5125,0
Mon Jul  6 03:13:37 2020,6.224,36.384,57.972,14.12,96.23959375,0,0.0,0.098,5154,0
Mon Jul  6 03:13:44 2020,6.23,36.538,59.588,15.32,96.24103125,0,0.0,0.099,5199,0
Mon Jul  6 03:13:52 2020,6.225,36.711,56.907,20.56,96.235203125,0,0.0,0.087,5273,0
Mon Jul  6 03:13:59 2020,6.221,36.865,60.659,19.84,96.238230468,0,0.0,0.09,5306,0
Mon Jul  6 03:14:06 2020,6.228,36.978,56.892,19.88,96.238644531,0,0.0,0.096,5321,0
Mon Jul  6 03:14:13 2020,6.227,37.122,55.548,20.94,96.237039062,0,0.0,0.095,5363,0
Mon Jul  6 03:14:20 2020,6.223,37.25,50.056,72.0,96.229996093,0,0.0,0.169,5157,0
Mon Jul  6 03:14:27 2020,6.227,37.263,35.278,26.28,96.219265625,2,0.017022643327444995,0.659,3817,0
Mon Jul  6 03:14:34 2020,6.226,37.018,36.024,876.16,96.223363281,0,0.0,0.21,4620,0
Mon Jul  6 03:14:41 2020,6.226,36.769,34.649,9.54,96.218132812,1,0.008512688724702858,1.317,3928,0
Mon Jul  6 03:14:48 2020,6.227,36.817,33.515,6.94,96.220070312,0,0.0,0.123,4714,0
Mon Jul  6 03:14:55 2020,6.221,36.653,31.768,7.12,96.221714843,0,0.0,0.167,4773,0
Mon Jul  6 03:15:02 2020,6.224,36.641,31.852,7.05,96.2219375,0,0.0,0.167,4765,0
Mon Jul  6 03:15:09 2020,6.232,36.674,31.124,7.06,96.219464843,0,0.0,0.145,4817,0
Mon Jul  6 03:15:16 2020,6.224,36.711,31.773,7.03,96.22109375,0,0.0,0.158,4780,0
Mon Jul  6 03:15:23 2020,6.22,36.669,31.893,7.0,96.218679687,0,0.0,0.139,4820,0
Mon Jul  6 03:15:30 2020,6.23,36.701,32.112,6.98,96.21990625,0,0.0,0.127,4860,0
Mon Jul  6 03:15:37 2020,6.225,36.774,31.613,6.95,96.220359375,0,0.0,0.163,4749,0
Mon Jul  6 03:15:44 2020,6.222,36.777,31.675,6.91,96.220660156,0,0.0,0.149,4707,0
Mon Jul  6 03:15:51 2020,6.228,36.689,31.225,6.86,96.220488281,0,0.0,0.131,4809,0
Mon Jul  6 03:15:58 2020,6.223,36.696,31.587,6.87,96.223027343,0,0.0,0.125,4826,0
Mon Jul  6 03:16:06 2020,6.227,36.694,31.112,6.82,96.221253906,0,0.0,0.126,4820,0
Mon Jul  6 03:16:13 2020,6.226,36.716,31.3,6.81,96.220867187,0,0.0,0.139,4772,0
Mon Jul  6 03:16:20 2020,6.224,36.719,30.877,6.77,96.218753906,0,0.0,0.268,4389,0
Mon Jul  6 03:16:27 2020,6.227,36.56,31.391,6.69,96.220019531,0,0.0,0.16,4688,0
Mon Jul  6 03:16:34 2020,6.229,36.648,31.503,6.72,96.218515625,0,0.0,0.144,4719,0
Mon Jul  6 03:16:41 2020,6.222,36.585,31.12,6.64,96.215121093,0,0.0,0.144,4720,0
Mon Jul  6 03:16:48 2020,6.224,36.643,32.278,6.68,96.21790625,0,0.0,0.151,4693,0
Mon Jul  6 03:16:55 2020,6.229,36.636,31.727,6.63,96.218320312,0,0.0,0.196,4561,0
Mon Jul  6 03:17:02 2020,6.224,36.558,31.552,6.57,96.218652343,0,0.0,0.141,4700,0
Mon Jul  6 03:17:09 2020,6.225,36.595,31.37,6.47,96.219929687,0,0.0,0.144,4700,0
Mon Jul  6 03:17:16 2020,6.23,36.613,31.423,6.52,96.219160156,0,0.0,0.191,4555,0
Mon Jul  6 03:17:23 2020,6.221,36.56,31.465,6.51,96.221554687,0,0.0,0.27,4311,0
Mon Jul  6 03:17:30 2020,6.223,36.477,32.357,6.48,96.222234375,0,0.0,0.162,4622,0
Mon Jul  6 03:17:37 2020,6.229,36.475,31.391,6.47,96.216289062,0,0.0,0.141,4668,0
Mon Jul  6 03:17:44 2020,6.225,36.462,31.677,6.42,96.219070312,0,0.0,0.127,4721,0
Mon Jul  6 03:17:51 2020,6.221,36.48,31.742,6.41,96.222207031,0,0.0,0.201,4503,0
Mon Jul  6 03:17:58 2020,6.23,36.447,31.848,6.39,96.222875,0,0.0,0.187,4531,0
Mon Jul  6 03:18:05 2020,6.225,36.379,31.672,6.36,96.222875,0,0.0,0.128,4671,0
Mon Jul  6 03:18:12 2020,6.222,36.331,31.6,6.33,96.223613281,0,0.0,0.114,4713,0
Mon Jul  6 03:18:20 2020,6.228,36.303,31.492,6.28,96.222917968,0,0.0,0.16,4592,0
Mon Jul  6 03:18:27 2020,6.224,36.371,31.643,6.25,96.224324218,0,0.0,0.186,4522,0
Mon Jul  6 03:18:34 2020,6.224,36.414,31.413,6.23,96.223777343,0,0.0,0.179,4542,0
Mon Jul  6 03:18:41 2020,6.23,36.381,32.26,6.21,96.225699218,1,0.008507223113964686,0.236,4366,0
Mon Jul  6 03:18:48 2020,6.224,36.319,31.535,6.16,96.221492187,0,0.0,0.142,4609,0
Mon Jul  6 03:18:55 2020,6.222,36.296,32.031,6.17,96.225289062,0,0.0,0.128,4673,0
Mon Jul  6 03:19:02 2020,6.227,36.308,31.715,6.13,96.222953125,0,0.0,0.124,4691,0
Mon Jul  6 03:19:09 2020,6.226,36.306,32.07,6.13,96.226523437,0,0.0,0.132,4662,0
Mon Jul  6 03:19:16 2020,6.227,36.329,32.261,6.12,96.223121093,0,0.0,0.127,4691,0
Mon Jul  6 03:19:23 2020,6.23,36.306,31.842,6.09,96.223660156,0,0.0,0.133,4652,0
Mon Jul  6 03:19:30 2020,6.223,36.283,32.017,6.09,96.225398437,0,0.0,0.126,4684,0
Mon Jul  6 03:19:37 2020,6.224,36.296,31.97,6.09,96.2225625,0,0.0,0.119,4712,0
Mon Jul  6 03:19:44 2020,6.228,36.308,32.362,6.07,96.222171875,0,0.0,0.16,4585,0
Mon Jul  6 03:19:51 2020,6.223,36.256,32.373,6.01,96.223804687,0,0.0,0.125,4696,0
Mon Jul  6 03:19:58 2020,6.222,36.263,32.017,6.0,96.224050781,0,0.0,0.155,4597,0
Mon Jul  6 03:20:05 2020,6.231,36.24,31.304,6.01,96.222976562,0,0.0,0.126,4683,0
Mon Jul  6 03:20:12 2020,6.226,36.278,32.051,5.96,96.221488281,0,0.0,0.16,4592,0
Mon Jul  6 03:20:19 2020,6.224,36.21,31.976,5.94,96.22221875,0,0.0,0.138,4648,0
Mon Jul  6 03:20:27 2020,6.229,36.263,32.051,5.92,96.222660156,0,0.0,0.128,4682,0
Mon Jul  6 03:20:34 2020,6.226,36.21,32.04,5.9,96.222390625,0,0.0,0.15,4617,0
Mon Jul  6 03:20:41 2020,6.226,36.223,32.02,5.87,96.222769531,0,0.0,0.168,4562,0
Mon Jul  6 03:20:48 2020,6.228,36.215,32.278,5.84,96.221605468,0,0.0,0.174,4500,0
Mon Jul  6 03:20:55 2020,6.225,36.142,32.084,5.85,96.223035156,0,0.0,0.127,4671,0
Mon Jul  6 03:21:02 2020,6.223,36.19,31.887,5.83,96.222539062,0,0.0,0.148,4612,0
Mon Jul  6 03:21:09 2020,6.231,36.193,32.838,5.8,96.223953125,0,0.0,0.227,4394,0
Mon Jul  6 03:21:16 2020,6.224,36.175,32.156,5.78,96.220375,0,0.0,0.127,4641,0
Mon Jul  6 03:21:23 2020,6.225,36.137,32.026,5.74,96.219011718,0,0.0,0.124,4666,0
Mon Jul  6 03:21:30 2020,6.229,36.135,31.976,5.69,96.222828125,0,0.0,0.187,4492,0
Mon Jul  6 03:21:37 2020,6.226,36.152,31.849,5.71,96.221722656,0,0.0,0.133,4644,0
Mon Jul  6 03:21:44 2020,6.227,36.15,32.04,5.64,96.223625,0,0.0,0.117,4670,0
Mon Jul  6 03:21:51 2020,6.23,36.102,32.124,5.65,96.227402343,0,0.0,0.119,4678,0
Mon Jul  6 03:21:58 2020,6.226,36.11,31.686,5.64,96.222125,0,0.0,0.149,4588,0
Mon Jul  6 03:22:05 2020,6.227,36.162,31.663,5.61,96.225734375,0,0.0,0.121,4681,0
Mon Jul  6 03:22:12 2020,6.228,36.115,32.678,5.58,96.223664062,0,0.0,0.125,4674,0
Mon Jul  6 03:22:19 2020,6.222,36.152,32.472,5.57,96.222730468,0,0.0,0.125,4671,0
Mon Jul  6 03:22:26 2020,6.224,36.135,32.302,5.54,96.223164062,0,0.0,0.127,4667,0
Mon Jul  6 03:22:34 2020,6.231,36.157,31.883,5.56,96.224898437,0,0.0,0.133,4645,0
Mon Jul  6 03:22:41 2020,6.222,36.165,32.089,5.55,96.225570312,0,0.0,0.122,4675,0
Mon Jul  6 03:22:48 2020,6.221,36.208,32.862,5.5,96.223226562,0,0.0,0.114,4697,0
Mon Jul  6 03:22:55 2020,6.229,36.17,32.449,5.5,96.222960937,0,0.0,0.125,4675,0
Mon Jul  6 03:23:02 2020,6.226,36.178,31.837,5.5,96.221957031,0,0.0,0.113,4709,0
Mon Jul  6 03:23:09 2020,6.223,36.205,33.514,5.48,96.225339843,0,0.0,0.145,4615,0
Mon Jul  6 03:23:16 2020,6.229,36.107,31.932,5.42,96.221628906,0,0.0,0.138,4626,0
Mon Jul  6 03:23:23 2020,6.223,36.105,32.086,5.4,96.221398437,0,0.0,0.123,4673,0
Mon Jul  6 03:23:30 2020,6.225,36.137,32.447,5.4,96.224738281,0,0.0,0.119,4680,0
Mon Jul  6 03:23:37 2020,6.231,36.125,32.357,5.37,96.223679687,0,0.0,0.196,4464,0
Mon Jul  6 03:23:44 2020,6.221,36.092,32.603,5.35,96.22375,0,0.0,0.158,4556,0
Mon Jul  6 03:23:51 2020,6.225,36.074,32.165,5.34,96.222058593,1,0.008514056224899598,0.241,4305,0
Mon Jul  6 03:23:58 2020,6.229,36.047,32.746,5.3,96.223226562,0,0.0,0.144,4596,0
Mon Jul  6 03:24:05 2020,6.222,35.974,32.226,5.3,96.224058593,0,0.0,0.224,4340,0
Mon Jul  6 03:24:12 2020,6.222,36.001,32.554,5.28,96.222625,0,0.0,0.144,4571,0
Mon Jul  6 03:24:19 2020,6.229,36.004,32.022,5.26,96.222222656,0,0.0,0.119,4675,0
Mon Jul  6 03:24:26 2020,6.223,36.006,31.968,5.25,96.222054687,0,0.0,0.128,4650,0
Mon Jul  6 03:24:33 2020,6.221,35.999,32.632,5.22,96.222117187,0,0.0,0.115,4693,0
Mon Jul  6 03:24:40 2020,6.229,36.032,32.682,5.2,96.220851562,0,0.0,0.125,4642,0
Mon Jul  6 03:24:48 2020,6.221,36.074,32.147,5.21,96.221558593,0,0.0,0.121,4647,0
Mon Jul  6 03:24:55 2020,6.224,36.026,32.42,5.15,96.222058593,0,0.0,0.115,4689,0
Mon Jul  6 03:25:02 2020,6.231,36.024,32.312,5.14,96.222285156,0,0.0,0.118,4691,0
Mon Jul  6 03:25:09 2020,6.222,36.037,31.938,5.11,96.222457031,0,0.0,0.119,4669,0
Mon Jul  6 03:25:16 2020,6.222,36.084,31.866,5.07,96.218382812,0,0.0,0.117,4678,0
Mon Jul  6 03:25:23 2020,6.229,36.042,31.584,5.11,96.223128906,0,0.0,0.138,4616,0
Mon Jul  6 03:25:30 2020,6.222,36.029,32.391,5.04,96.219621093,0,0.0,0.124,4659,0
